uuid_query,date_stamp,perf_level,period_sop_day,period_eop,cont_nr,asset_id,twrr_net_day_cumul,twrr_gross_day_cumul,twrr_contri_net_day_cumul,twrr_contri_gross_day_cumul,twrr_contri_cap_eff_net_day_cumul,twrr_contri_ccy_eff_net_day_cumul,twrr_contri_inc_eff_net_day_cumul,twrr_contri_taxfee_eff_net_day_cumul,twrr_contri_taxrec_eff_net_day_cumul,twrr_contri_res_eff_net_day_cumul,vol_on_return,vol_on_contrib,maxdd,sop_mkt_val_cont_day,eop_mkt_val,gain_day,real_unreal_pl_day,aic_day,aic_day_ptf,weight,ncf_net_day,ncf_gross_day,twrr_net_day,twrr_gross_day,twrr_cap_eff_net_day,twrr_ccy_eff_net_day,twrr_inc_eff_net_day,twrr_taxfee_eff_net_day,twrr_taxrec_eff_net_day,twrr_res_eff_net_day,twrr_contri_net_day,twrr_contri_gross_day,twrr_contri_cap_eff_net_day,twrr_contri_ccy_eff_net_day,twrr_contri_inc_eff_net_day,twrr_contri_taxfee_eff_net_day,twrr_contri_taxrec_eff_net_day,twrr_contri_res_eff_net_day,cf_fees_day,cf_nrtax_day,cf_rtax_day,cf_tax_day,cf_nnm_day,cf_purch_day,cf_sale_day,cf_rdmpt_day,cf_income_day,cf_cost_day,cf_exp_day
7703440760110535868,1997-04-19,521053130,2015-02-08,1987-03-26,Necessary soon ,Order stuff cost place state from phone. North type model Mrs civil bad goal. Form interest note agent.,462.06932122594304,750.3061187283141,487.2351350474487,485.4693493706227,474.0899777269314,428.68950225311374,705.9053180386894,715.1917358466764,50.19576558975683,12.756376770390265,316.1755149752456,599.896427157141,418.116514286887,131.35,504.00,626.62,546.76,301.310230,138.46,566.381829,461.76,12.10,532.041192,145.394914,441.069252,625.131306,252.728665,374.967010,659.124384,411.986978,77.973988,422.065594,721.002629,66.627206,383.781995,765.290059,8.488586,429.627747,597.42,630.86,644.35,437.58,184.90,104,569,572,247.42,300,709
2516605088605440913,1970-02-11,-1170288849,2006-09-17,2012-07-08,Century wonder ,Simply get beat dinner claim knowledge. Sure suddenly case ago security economic. Course society shake design thing land same I.,503.6485050707695,755.2748583938558,39.02502530252249,568.1570747706328,133.26502675788115,185.50521346429107,92.97319382181271,436.98673406598164,79.84724666642515,762.5675717778443,739.3366311579941,485.72030627445963,594.7201316903265,637.71,144.28,420.31,257.69,358.509530,345.25,515.897941,308.70,116.31,103.465108,194.078409,231.279355,153.381476,690.849659,132.594754,287.873067,612.193193,724.379439,530.608132,243.671423,505.887177,465.961455,504.257766,310.066145,76.234977,3.81,710.62,370.44,537.82,555.43,332,456,369,465.27,54,735
-1171154585076670461,1999-02-03,-1738568395,2011-12-02,1996-10-02,West tough memb,Season trade cost human begin. I use guy different set what. House run keep.,419.4885356495995,287.1854993282639,441.50963167725985,204.1405278624945,572.0017958452034,234.44102473677856,241.08884486104637,99.61787888586484,349.2167892800337,34.2626607706971,212.59307295125905,687.9533018623916,349.5765164356287,575.30,342.15,382.89,723.00,268.672064,740.95,293.934553,90.96,616.52,187.660090,430.237208,694.113387,741.497494,535.608311,111.077970,660.814871,571.585271,521.111492,582.344156,58.099454,429.100422,402.952551,315.990425,488.684055,387.596458,95.21,754.43,171.07,663.37,649.43,516,587,110,327.90,407,649
4465400771970295092,2008-04-14,-1331671675,2020-01-12,1980-12-27,Whose can boy a,"Discuss institution task will.
Month recognize state worker. Range daughter fine happen forward fine. One remain other everything.",591.7518555327051,747.677556631821,581.0722942408837,586.3419171372324,248.1177944849557,352.20530863250184,479.727836983765,764.0468662290081,33.136330563484975,561.9469085616709,385.9509223244159,284.59995554993776,515.0133357141156,300.76,359.67,88.45,129.52,648.986395,2.97,63.507658,110.35,70.48,341.289985,540.019795,512.101050,68.232517,251.529816,348.199738,276.157750,404.894762,30.753961,478.612654,460.347344,736.926372,118.112422,121.001887,186.843186,475.845813,747.31,2.04,673.77,467.19,260.76,363,503,264,448.07,642,90
624879779058109852,2012-08-10,-1768523061,2001-01-29,2004-11-14,Outside along m,"Always tree how difference administration bank past.
Already black base dark. Tonight seem boy simply ever probably property administration.",763.7622623436814,195.27986349866245,91.67791833223625,212.93107548655783,546.3235179431035,440.6446782232744,531.0191831747549,432.8468353143547,555.7164432440426,673.3813961763464,264.0977656034825,370.30092442987456,185.84653208671156,39.72,166.34,374.15,730.77,87.273968,148.04,380.314558,409.52,767.83,153.259152,748.993802,423.422461,96.469149,465.857082,192.597830,713.644636,411.433536,257.523140,135.588570,103.580200,167.545806,446.950435,66.206556,292.224470,712.269335,274.34,371.19,317.64,299.96,451.79,380,475,531,477.04,489,668
-5995614938253416116,2011-12-02,1225679109,1987-09-12,1970-09-18,Discussion sea ,"Each house defense. Per media point same. Room perform rich question how loss spring.
Try loss industry thank share would. Time common high law fear very reality.",269.5577670022932,289.35551826242465,40.274662346899156,409.54010457995116,529.8593880959825,682.4926068647183,661.2629644979277,530.4606773780336,734.8377235993763,567.7285072445204,23.313170335761015,285.3370337030326,147.43659202086644,740.89,263.80,236.29,220.03,739.842439,22.86,645.662789,120.53,286.04,275.313097,679.751114,632.323502,762.307396,85.981506,274.718675,82.755817,88.068269,227.902115,673.110104,174.090740,725.109739,29.325049,151.545843,330.565827,146.390606,291.68,34.09,146.64,513.68,630.29,152,647,547,546.99,701,518
5148332642591860146,1976-02-05,-1837892671,1999-06-30,1990-04-29,Her dinner clea,Fact degree four public summer approach star. Husband risk wait guess government feeling coach economy. Lay any base interesting option financial wife.,666.7637481073281,512.2333466688277,462.39173565128914,567.9953693052946,361.94585516728716,310.4772949060791,31.596327690643086,69.94583178258559,527.9535138226,81.80935749338009,565.4708468350294,192.33842617201245,123.85371888270213,653.17,475.53,322.64,747.22,74.074030,331.71,409.940374,594.17,502.65,354.283339,674.438976,734.885568,547.203431,278.367784,127.129632,407.887704,251.012965,61.939481,408.849344,749.423788,46.880895,145.298233,308.683530,625.668008,432.075362,773.02,333.82,505.64,263.30,129.03,121,486,172,345.28,655,603
2044338214323848065,1983-09-24,557066055,2016-01-07,2013-10-26,Generation yet ,"Pull song time past. College Mrs every property. Break yourself floor believe know.
Bank so him between teach win college. Throw perform police position support weight building.",159.5893228571707,177.2035944071649,372.0924162585405,197.6850746218434,239.34617162345586,258.3230512221585,558.3689685151693,583.8828293416437,42.236393950965166,702.8694979269115,254.9931606522344,27.720280850911312,331.61151090193823,705.27,689.76,38.36,667.81,648.568819,447.02,527.650912,465.85,295.48,394.952985,437.966319,537.388888,660.262046,21.759720,642.156739,267.594081,442.381438,123.524900,310.972298,102.276550,26.767140,359.581895,556.002000,322.647333,397.604691,136.69,601.68,299.13,425.77,115.25,295,329,141,671.50,324,317
7354569535185890216,2003-09-12,-401952781,1973-02-22,1973-09-25,Seem successful,"Quality a somebody physical outside decision. Something modern strategy yet. Wish also stage collection.
Nature power Mr follow side. Story participant early rule score present.",346.5076179680763,716.2735844149362,536.8533373715031,101.9036687837882,293.8214385641401,685.2473496139052,91.71682046393887,349.35861798074717,370.83865127186147,518.6294385399999,443.82148876603947,721.1798502048996,543.7809527307325,478.87,721.38,684.77,59.20,463.625897,118.44,394.408890,740.10,462.89,47.184962,95.517724,352.629532,256.954505,33.111381,322.576789,191.932836,445.631310,87.204512,363.754716,491.062722,181.354137,225.465047,728.381086,381.388034,170.792833,709.71,479.37,274.34,672.76,277.51,194,159,177,341.86,149,268
-1144526939105956156,1998-03-31,-997661509,1981-03-26,1982-10-16,Standard confer,Item they experience democratic difference across. Station serve return building identify draw around.,212.3896986812523,403.6782977241066,627.0422505359066,432.96677821938226,111.61236797070498,479.07044916875947,640.821982448708,685.5393334662202,183.57038951774697,208.63490164073812,99.04530882910879,312.74074320044167,714.3018572887669,517.71,132.11,664.67,135.82,21.620355,678.37,220.392868,141.78,24.66,343.902204,46.545397,151.880908,623.889158,675.067133,537.356417,481.130037,61.779543,307.889519,655.839491,382.007858,466.037524,275.961164,762.581074,451.749295,340.614466,744.98,575.17,215.31,699.17,360.53,144,525,121,244.09,239,4
7736150222804326450,2009-07-21,-1391080568,1976-05-21,2005-09-08,Fast always mov,"Trial throw now necessary oil move. Outside onto anything live discover agreement close. Thing actually give PM.
Prevent miss bring war general. Plan information work whole mission someone.",577.6852836297775,478.87885659996107,773.3423001733559,88.23970125517904,422.93320099260137,137.55177807249396,118.80978386625843,355.9867607038614,296.4992921338976,773.3085350711265,612.9179656912975,87.62636850688453,59.95430638959841,375.08,475.86,203.13,491.44,188.401726,772.24,481.018567,618.76,348.72,625.062794,645.342611,491.767782,196.893645,713.801815,240.596900,505.853373,766.275619,511.675869,121.374358,636.001943,737.726891,238.742038,190.229918,285.340644,619.269961,275.61,582.06,203.13,384.25,103.08,405,619,730,115.67,132,440
5360427405876342589,1980-07-18,1400168422,2017-07-19,1976-07-25,Everything noti,"Just traditional impact never. Meeting sea computer ask.
First energy alone keep here defense. Author save item fast seem deep. Grow board art capital society group both.",38.58718764538834,123.40486206724405,386.33240960047624,478.23633960327703,722.846689607125,441.75299409196913,280.1310706411332,521.3128733800636,86.55981550461858,518.1552601338367,456.12280153313253,424.24129439211174,373.6672418455276,69.35,375.30,246.06,47.31,256.557959,708.60,257.938961,332.29,492.92,236.616011,683.863850,114.321899,436.234595,105.668045,65.463363,617.029477,352.419937,11.906758,684.086042,486.774492,687.842899,316.488039,441.508324,10.246178,496.480984,437.22,132.38,632.62,405.98,374.12,452,178,499,29.05,413,43
7031686656604645857,2004-08-19,626017900,2020-01-17,1971-10-07,Oil nothing sum,"Situation sell yeah marriage. All garden court star American.
Like score green wind check. Move guess tonight continue move. Three television hit.",522.4785489596909,660.7177895303325,159.35807826012626,645.8662750567777,304.63490453454637,55.84296507157853,115.46345675775382,391.3192821808023,395.80178158181695,521.5666591967267,743.3034761958887,271.36317607555293,284.1506218394069,270.37,480.82,156.06,341.08,49.115875,40.21,271.345919,388.80,443.07,134.165540,273.649111,421.747128,472.897168,395.874038,156.921917,376.270188,237.311226,403.442707,215.602026,698.931146,523.081395,43.531650,679.243202,277.981646,47.846226,601.59,738.61,645.81,770.51,649.41,150,81,26,685.04,409,665
8142213010695087617,1992-03-23,1791241244,1977-11-08,1997-11-04,Eye see college,"Act oil his especially scientist let just. Job concern few beat. Shoulder camera cause class run put.
Media reveal wish bag enough. Save act guy fight. Certainly bar three gun hospital window.",718.0209667640479,620.5612803748271,95.31010166548057,776.1151259727573,637.8488862115915,773.9552033475888,739.8317784347157,55.569030396975336,457.1787052338316,652.3499935846386,503.3541424347316,59.80309419779435,121.93096576446688,208.96,735.31,465.53,607.72,611.151541,473.73,337.015711,121.07,74.15,629.466815,436.702997,551.674944,753.802684,641.688473,692.212039,327.389178,651.712530,379.434254,361.152914,4.827616,94.050823,170.811013,65.994841,387.608280,78.994457,64.80,740.98,179.21,757.57,754.16,537,382,154,58.22,432,244
5497296807358458309,1997-12-25,-31675005,2002-09-25,2005-05-31,Military radio ,"Action any rock success own certainly run. Leader home great cut care. Paper focus especially happy college group discuss.
By book ok whether life site. Agreement dream protect certain so blood.",347.5248551434035,411.72694072832167,420.3259857810192,622.3707540057069,741.4414733547535,62.08616428552729,382.0995294514277,62.09013439240112,102.52474123190404,149.69381692982833,610.7049295333277,751.0041316851485,268.982412109585,347.35,4.89,238.83,167.85,414.715605,759.08,769.325495,406.38,757.94,570.900197,77.224473,235.075000,778.098036,411.805972,727.505473,676.734413,283.201391,523.457477,504.171785,165.650615,355.153629,588.242949,592.785237,42.465394,643.909145,453.57,32.82,758.51,496.34,160.50,204,185,781,192.52,391,724
-3427118898913209161,2006-02-10,1817449581,1986-06-29,1976-10-13,Loss sort scien,"Unit allow from room modern yes why. Describe clear human resource set early.
Send almost avoid shoulder. When page person story same discover. Send another radio how wall suddenly several.",545.5904455588133,524.0031095982231,476.7850078935123,659.5516556217113,510.9574335243161,769.9575069559385,398.8731431223471,92.99399229972451,21.72171466600502,167.10825991730158,64.66549197054239,272.5030088666583,426.4384217689779,126.03,579.21,556.40,478.92,273.643116,593.75,715.293907,478.77,626.29,366.715376,53.097799,110.069392,221.785568,721.653749,502.545403,205.927628,98.510214,588.388565,184.848585,504.329239,396.714254,162.329524,297.954246,704.207499,185.167865,84.74,38.40,696.24,742.84,453.07,161,300,470,155.62,626,133
7305179676120221285,2005-11-15,-837392242,2014-10-06,1990-12-08,Cut from painti,"Remember college rather avoid yeah Mr. Certain everyone effect game. Hair current show good arm.
Statement difficult oil manage. Usually success around draw make law matter.",663.6016629833485,109.30644619236423,560.9467202726576,519.6014443564243,602.3101035884076,772.8864714427922,179.40099501850986,541.6530263156732,226.9474647969061,210.16309249923003,28.59789755985576,567.7879397782293,395.35263262367766,28.73,476.43,302.67,736.95,602.161305,113.10,135.569444,643.70,688.96,478.306431,82.927150,261.551885,745.066871,157.631258,99.626919,577.965660,178.555188,181.510343,147.661496,410.406851,174.537186,639.821623,195.329172,751.542650,313.300802,220.94,547.49,396.57,653.84,723.71,295,497,370,45.50,591,32
-3696189138496846221,2004-05-08,-944977403,2018-03-09,1973-10-31,Long administra,"Artist close conference value of American. Stock office once six factor force. Outside serious card relate American nice first consumer. Center way anything.
Receive tend prevent spend.",504.79911911451444,684.8720727279856,473.30795083287416,646.1452048457783,217.9068966709022,357.0241199463234,391.7465911407059,96.54068042375556,410.700383375783,229.31330991704507,299.32434017422486,671.5458892032049,523.195957282438,498.40,21.93,785.40,11.07,14.111808,652.27,85.315927,78.08,295.07,500.079712,573.173811,329.844676,336.336244,69.387841,368.942683,696.546688,366.333945,587.180284,590.109599,697.719503,533.964328,690.727959,205.077847,144.699432,185.933103,89.71,426.62,20.93,777.21,593.57,776,177,782,175.66,261,72
7867032369469543782,1971-10-07,693355667,2014-01-17,1974-07-21,Different threa,"Garden firm without property since. Stock throughout never church. Camera recently her better go.
Right simply sense across rather eye. Wonder magazine federal edge.",165.26066269979898,32.30309663258831,636.0386564426108,761.3573617996661,540.5283596927527,184.47956672396805,466.23146669153334,363.75771519924285,188.0791398094363,708.7597568630657,318.56274565231257,416.0165286765867,393.7141359793748,397.00,418.05,214.33,727.62,654.375794,142.95,722.701919,99.59,346.82,104.258054,31.088673,639.904188,561.043292,204.128346,323.977859,706.456986,157.803506,106.795377,337.429019,754.309478,180.415208,144.239248,686.006880,437.740125,541.606167,23.76,160.03,584.64,734.35,161.68,634,636,450,781.05,129,262
-3018240248424502265,1975-11-30,1349703297,1992-08-31,1999-04-07,Program office ,"Crime course same include town help my.
Writer how person attack science. History throw whatever great send would. Design friend scientist at.",669.2172811062745,728.597246875508,640.7142123101527,656.4940948610567,6.845731969632441,221.59155479987356,466.5428951897938,180.19024283126078,378.5760805868303,636.0325587516024,673.0983392173495,212.20146165177678,570.3665833335551,603.74,68.73,232.05,787.91,309.665761,758.56,758.431179,759.74,40.43,767.027654,704.075622,760.219501,331.047254,71.128892,93.497153,148.660867,346.636633,548.802676,705.438130,763.119960,477.592958,645.804275,570.091140,680.474135,179.608513,574.66,581.30,630.58,535.09,653.21,257,518,674,725.29,565,172
-508564999863517876,1987-06-07,-1496104721,2019-04-21,2004-11-25,Anything middle,"Issue of toward environmental foot. Feeling its increase argue.
Too base student along. Hope beautiful behavior wide. Buy girl nothing as enough put movie necessary. Turn movement see through here.",422.11579334729066,740.8774165027559,176.36744612840923,110.73360458504295,348.07617921699347,738.1138418629631,267.5338881438404,55.49529242881668,361.0064989865448,543.7741239623898,482.57393946792473,708.8775552719113,143.89882793595055,771.63,618.33,352.39,683.02,497.334690,107.40,331.171479,354.81,410.35,769.934119,154.415923,496.750258,1.044807,293.149032,12.238628,138.234079,273.050268,681.159064,449.317382,8.661601,658.245865,294.620143,330.117088,28.546511,633.379415,445.99,415.97,155.75,61.54,255.78,752,637,383,453.01,87,284
